Company name,NSE Symbol,Market Cap,Categorization
SANDESH LTD.,SANDESH,773.69,Small Cap
SANDHAR TECHNOLOGIES LIMITED,SANDHAR,2463.27,Small Cap
"SANDUR MANGANESE & IRON ORES LTD.,",SANDUMA,4685.05,Small Cap
SANGAM (INDIA) LTD,SANGAMIND,1651.58,Small Cap
SANGHI INDUSTRIES LTD.,SANGHIIND,2871.09,Small Cap
SANGHVI MOVERS LTD.,SANGHVIMOV,3014.72,Small Cap
SANGINITA CHEMICALS LTD.,SANGINITA,39.02,Small Cap
SANOFI INDIA LTD,SANOFI,17072.78,Small Cap
SANSERA ENGINEERING LIMITED,SANSERA,4890.61,Small Cap
SANWARIA CONSUMER LIMITED,SANWARIA,29.47,Small Cap
SAPPHIRE FOODS INDIA LIMITED,SAPPHIRE,8875.5,Small Cap
SARDA ENERGY & MINERALS LTD,SARDAEN,7519.31,Small Cap
SAREGAMA INDIA LTD.,SAREGAMA,7158.33,Small Cap
SARLA PERFORMANCE FIBERS LTD,SARLAPOLY,413.69,Small Cap
SARVESHWAR FOODS LIMITED,SARVESHWAR,417.97,Small Cap
SASKEN TECHNOLOGIES LIMITED,SASKEN,1669.43,Small Cap
SASTASUNDAR VENTURES LIMITED,SASTASUNDR,1051.07,Small Cap
SATIA INDUSTRIES LIMITED,SATIA,1253.08,Small Cap
SATIN CREDITCARE NETWORK LIMITED,SATIN,2151.04,Small Cap
SAT INDUSTRIES LTD,SATINDLTD,1209.8,Small Cap
SBC EXPORTS LIMITED,SBC,525.76,Small Cap
"SHIVALIK BIMETAL CONTROLS LTD.,",SBCL,3282.04,Small Cap
SBFC FINANCE LIMITED,SBFC,9241.93,Small Cap
SURATWWALA BUSINESS GROUP LIMITED,SBGLP,634.53,Small Cap
SBI CARDS AND PAYMENT SERVICES LIMITED,SBICARD,75972.6, Large Cap 
SBI LIFE INSURANCE COMPANY LIMITED,SBILIFE,134329.06, Large Cap 
"STATE BANK OF INDIA,",SBIN,525988.92, Large Cap 
SCHAEFFLER INDIA LIMITED,SCHAEFFLER,47749.04, Mid Cap 
S CHAND AND COMPANY LIMITED,SCHAND,860.42,Small Cap
SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,SCHNEIDER,8005.62,Small Cap
SHIPPING CORPORATION OF INDIA LTD,SCI,6171.89,Small Cap
SHEETAL COOL PRODUCTS LIMITED,SCPL,415.14,Small Cap
SOM DISTILLERIES & BREWERIES LTD.,SDBL,2443.97,Small Cap
SEAMEC LTD,SEAMECLTD,1900.7,Small Cap
SECMARK CONSULTANCY LIMITED,SECMARK,93.59,Small Cap
SECUR CREDENTIALS LIMITED,SECURCRED,78.48,Small Cap
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,136.53,Small Cap
SEJAL GLASS LIMITED,SEJALLTD,245.56,Small Cap
SELAN EXPLORATION TECHNOLOGY LTD.,SELAN,623.69,Small Cap
SEL MANUFACTURING COMPANY LIMITED,SELMC,356.72,Small Cap
SEMAC CONSULTANTS LIMITED,SEMAC,597.66,Small Cap
SENCO GOLD LIMITED,SENCO,4411.39,Small Cap
SEPC LIMITED,SEPC,2278.97,Small Cap
SEQUENT SCIENTIFIC LIMITED,SEQUENT,2474.82,Small Cap
SERVOTECH POWER SYSTEMS LTD.,SERVOTECH,1705.27,Small Cap
"SESHASAYEE PAPER & BOARDS LTD.,",SESHAPAPER,2088.87,Small Cap
SETCO AUTOMOTIVE LIMITED,SETCO,94.85,Small Cap
SETUBANDHAN INFRASTRUCTURE LIMITED,SETUINFRA,9.61,Small Cap
SEYA INDUSTRIES LTD,SEYAIND,63.13,Small Cap
SHEELA FOAM LIMITED,SFL,11648.46,Small Cap
SYNERGY GREEN INDUSTRIES LIMITED,SGIL,336.84,Small Cap
STL GLOBAL LTD,SGL,40.12,Small Cap
SHAH METACORP LIMITED,SHAH,114.54,Small Cap
SHAH ALLOYS LIMITED,SHAHALLOYS,108.92,Small Cap
SHAILY ENGINEERING PLASTICS LTD.,SHAILY,1521.17,Small Cap
SHAKTI PUMPS (INDIA) LTD.,SHAKTIPUMP,1589.7,Small Cap
SHALBY LIMITED,SHALBY,2676.37,Small Cap
SHALIMAR PAINTS LTD.,SHALPAINTS,1207.67,Small Cap
SHANKARA BUILDING PRODUCTS LIMITED,SHANKARA,1713.74,Small Cap
SHANTI OVERSEAS (INDIA) LTD.,SHANTI,19.32,Small Cap
"SHANTHI GEARS LTD.,",SHANTIGEAR,3631.17,Small Cap
SHARDA CROPCHEM LIMITED,SHARDACROP,4000.69,Small Cap
SHARDA MOTOR INDUSTRIES LTD,SHARDAMOTR,3000.62,Small Cap
SHARE INDIA SECURITIES LIMITED,SHAREINDIA,4744.73,Small Cap
SHEMAROO ENTERTAINMENT LIMITED,SHEMAROO,398.89,Small Cap
SHILPA MEDICARE LTD.,SHILPAMED,3042.28,Small Cap
SHIVALIK RASAYAN LTD.,SHIVALIK,1075.21,Small Cap
SHIVAM AUTOTECH LIMITED,SHIVAMAUTO,386.6,Small Cap
SHIVA MILLS LIMITED,SHIVAMILLS,67.16,Small Cap
SHIVA TEXYARN LTD.,SHIVATEX,180.29,Small Cap
S H KELKAR AND COMPANY LIMITED,SHK,2013.86,Small Cap
SHOPPERS STOP LTD,SHOPERSTOP,7892.44,Small Cap
SHRADHA INFRAPROJECTS LTD.,SHRADHA,102.48,Small Cap
"SHREE DIGVIJAY CEMENT CO. LTD.,",SHREDIGCEM,1301.57,Small Cap
"SHREE CEMENTS LTD.,",SHREECEM,92643.98, Large Cap 
SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED,SHREEPUSHK,634.24,Small Cap
SHREE RAMA MULTI-TECH LTD.,SHREERAMA,316.67,Small Cap
SHRENIK LTD.,SHRENIK,63.12,Small Cap
"SHREYANS INDUSTRIES LIMITED.,",SHREYANIND,336.77,Small Cap
SHREYAS SHIPPING AND LOGISTICS LIMITED,SHREYAS,733.31,Small Cap
SHRIRAM PISTONS & RINGS LTD.,SHRIPISTON,4944.95,Small Cap
SHRIRAM FINANCE LIMITED,SHRIRAMFIN,71492.1, Large Cap 
SHRIRAM PROPERTIES LIMITED,SHRIRAMPPS,1548.78,Small Cap
SHYAM CENTURY FERROUS LIMITED,SHYAMCENT,427.63,Small Cap
SHYAM METALICS AND ENERGY LIMITED,SHYAMMETL,11532.29,Small Cap
SHYAM TELECOM LTD.,SHYAMTEL,8.47,Small Cap
SICAL LOGISTICS LIMITED,SICALLOG,104.62,Small Cap
"SIEMENS LTD.,",SIEMENS,131740.05, Large Cap 
SIGACHI INDUSTRIES LIMITED,SIGACHI,1247.34,Small Cap
SIGNET INDUSTRIES LIMITED,SIGIND,164.89,Small Cap
SIGMA SOLVE LIMITED,SIGMA,456.52,Small Cap
SIGNATUREGLOBAL (INDIA) LIMITED,SIGNATURE,9328.76,Small Cap
SIKKO INDUSTRIES LTD.,SIKKO,107.09,Small Cap
STANDARD INDUSTRIES LTD.,SIL,147.84,Small Cap
SILGO RETAIL LTD.,SILGO,25.27,Small Cap
SIL INVESTMENTS LTD,SILINV,370.51,Small Cap
SILLY MONKS ENTERTAINMENT LTD.,SILLYMONKS,17.67,Small Cap
SILVER TOUCH TECHNOLOGIES LIMITED,SILVERTUC,684.37,Small Cap
SIMBHAOLI SUGARS LTD,SIMBHALS,115.4,Small Cap
SIMPLEX INFRASTRUCTURES LIMITED,SIMPLEXINF,335.39,Small Cap
SINDHU TRADE LINKS LIMITED,SINDHUTRAD,4104.83,Small Cap
SINTERCOM INDIA LTD.,SINTERCOM,350.43,Small Cap
SIRCA PAINTS INDIA LIMITED,SIRCA,2104.36,Small Cap
SIS LIMITED,SIS,6500.05,Small Cap
SITI NETWORKS LIMITED,SITINET,69.73,Small Cap
"SIYARAM SILK MILLS LTD.,",SIYSIL,2568.55,Small Cap
S.J.S. ENTERPRISES LIMITED,SJS,1989.54,Small Cap
SJVN LIMITED,SJVN,27216.68, Mid Cap 
SKF INDIA LTD.,SKFINDIA,24682.83, Mid Cap 
SKIL INFRASTRUCTURE LIMITED,SKIL,99.87,Small Cap
SKIPPER LIMITED,SKIPPER,2203.75,Small Cap
SKM EGG PRODUCTS EXPORTS (INDIA) LT,SKMEGGPROD,983.3,Small Cap
SKY GOLD LIMITED,SKYGOLD,594.72,Small Cap
SMARTLINK HOLDINGS LIMITED,SMARTLINK,173.01,Small Cap
SMC GLOBAL SECURITIES LIMITED,SMCGLOBAL,895.44,Small Cap
SML ISUZU LIMITED,SMLISUZU,1827.72,Small Cap
SARTHAK METALS LIMITED,SMLT,334.43,Small Cap
SMS LIFESCIENCES INDIA LTD,SMSLIFE,155.77,Small Cap
SMS PHARMACEUTICALS LTD,SMSPHARMA,1006.86,Small Cap
SNOWMAN LOGISTICS LIMITED,SNOWMAN,880.81,Small Cap
SOBHA LIMITED,SOBHA,6902.61,Small Cap
SOFTTECH ENGINEERS LIMITED,SOFTTECH,193.85,Small Cap
SOLARA ACTIVE PHARMA SCIENCES LIMITED,SOLARA,1279.53,Small Cap
SOLAR INDUSTRIES INDIA LIMITED,SOLARINDS,46162.71, Mid Cap 
SOMANY CERAMICS LIMITED,SOMANYCERA,2994.19,Small Cap
SOMA TEXTILE & INDUSTRIES LTD,SOMATEX,71.22,Small Cap
SOMI CONVEYOR BELTINGS LIMITED,SOMICONVEY,86.29,Small Cap
SONA BLW PRECISION FORGINGS LIMITED,SONACOMS,33205.28, Mid Cap 
SONAM LTD.,SONAMLTD,130.64,Small Cap
SONATA SOFTWARE LTD.,SONATSOFTW,16319.8,Small Cap
SAVITA OIL TECHNOLOGIES LIMITED,SOTL,2241.69,Small Cap
SOUTH INDIAN BANK LTD.,SOUTHBANK,5027.73,Small Cap
SOUTH WEST PINNACLE EXPLORATION LIMITED,SOUTHWEST,415.4,Small Cap
S.P. APPARELS LIMITED,SPAL,1362.04,Small Cap
SPANDANA SPHOORTY FINANCIAL LIMITED,SPANDANA,6109.64,Small Cap
SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,SPARC,7822.78,Small Cap
SPACENET ENTERPRISES INDIA LTD.,SPCENET,1244.08,Small Cap
SPECIALITY RESTAURANTS LIMITED,SPECIALITY,959.18,Small Cap
SPENCER'S RETAIL LIMITED,SPENCERS,653.48,Small Cap
SPENTEX INDUSTRIES LTD.,SPENTEX,20.73,Small Cap
SOUTHERN PETROCHEMICAL INDUSTRIES CORPORATION LIMITED,SPIC,1434.78,Small Cap
SPL INDUSTRIES LIMITED,SPLIL,192.13,Small Cap
SUPREME PETROCHEM LTD.,SPLPETRO,9521.31,Small Cap
SPML INFRA LIMITED,SPMLINFRA,271.25,Small Cap
SPORTKING INDIA LTD.,SPORTKING,1072.49,Small Cap
SINTEX PLASTICS TECHNOLOGY LTD.,SPTL,80.54,Small Cap
SHEKHAWATI POLY-YARN LIMITED,SPYL,23.49,Small Cap
SREELEATHERS LIMITED,SREEL,589.87,Small Cap
"SRF LTD.,",SRF,68388.6, Large Cap 
SRG HOUSING FINANCE LIMITED,SRGHFL,341.18,Small Cap
SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,SRHHYPOLTD,1068.71,Small Cap
SHREE RAM PROTEINS LTD.,SRPL,70.9,Small Cap
STEEL STRIPS & WHEELS LTD,SSWL,4053.42,Small Cap
STRIDES PHARMA SCIENCE LIMITED,STAR,4392.81,Small Cap
STAR CEMENT LIMITED,STARCEMENT,6582.17,Small Cap
STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED,STARHEALTH,34621.44, Mid Cap 
STAR PAPER MILLS LTD.,STARPAPER,325.25,Small Cap
STARTECK FINANCE LIMITED,STARTECK,183.48,Small Cap
STATE TRADING CORPORATION OF INDIA,STCINDIA,677.41,Small Cap
STEELCAST LTD.,STEELCAS,1240.94,Small Cap
STEEL CITY SECURITIES LTD.,STEELCITY,98.66,Small Cap
STEEL EXCHANGE INDIA LTD.,STEELXIND,1022.17,Small Cap
STEL HOLDINGS LIMITED,STEL,418.02,Small Cap
STERLING TOOLS LTD.,STERTOOLS,1278.89,Small Cap
STERLITE TECHNOLOGIES LIMITED.,STLTECH,6080.23,Small Cap
STOVE KRAFT LIMITED,STOVEKRAFT,1667.9,Small Cap
STYLAM INDUSTRIES LIMITED,STYLAMIND,2879.18,Small Cap
STYRENIX PERFORMANCE MATERIALS LIMITED,STYRENIX,2174.1,Small Cap
SUBEX  LTD,SUBEXLTD,1840.24,Small Cap
"SUBROS LTD.,",SUBROS,2757.56,Small Cap
"SUDARSHAN CHEMICAL INDUS. LTD.,",SUDARSCHEM,3396.84,Small Cap
SUKHJIT STARCH & CHEMICALS LTD.,SUKHJITS,669.35,Small Cap
SULA VINEYARDS LIMITED,SULA,4036.16,Small Cap
SUMEET INDUSTRIES LTD,SUMEETINDS,32.87,Small Cap
SUMITOMO CHEMICAL INDIA LIMITED,SUMICHEM,20552.43,Small Cap
SUMIT WOODS LTD.,SUMIT,105.66,Small Cap
SUMMIT SECURITIES LTD.,SUMMITSEC,1126.6,Small Cap
SUNDARAM-CLAYTON LIMITED,SUNCLAY,3058.59,Small Cap
SUNDARAM MULTI PAP LTD.,SUNDARAM,130.41,Small Cap
SUNDARAM FINANCE LTD,SUNDARMFIN,33171.27, Mid Cap 
SUNDARAM FINANCE HOLDINGS LTD.,SUNDARMHLD,2867.11,Small Cap
SUNDARAM BRAKE LININGS LTD,SUNDRMBRAK,212.55,Small Cap
"SUNDRAM FASTENERS LTD.,",SUNDRMFAST,26223.72, Mid Cap 
"SUNFLAG IRON & STEEL CO. LTD.,",SUNFLAG,3637.72,Small Cap
SUN PHARMACEUTICAL INDUSTRIES LTD.,SUNPHARMA,275711.35, Large Cap 
SUNTECK REALTY LTD,SUNTECK,6089.55,Small Cap
SUN TV NETWORK LIMITED,SUNTV,23887.88, Mid Cap 
SUPERHOUSE LIMITED,SUPERHOUSE,246.47,Small Cap
SUPER SPINNING MILLS LTD.,SUPERSPIN,44.81,Small Cap
SUPRAJIT ENGINEERING LTD.,SUPRAJIT,5481.53,Small Cap
SUPREME ENGINEERING LTD.,SUPREMEENG,19.66,Small Cap
"SUPREME INDUSTRIES LTD.,",SUPREMEIND,52530.43, Mid Cap 
SUPREME INFRASTRUCTURE INDIA LIMITED,SUPREMEINF,74.63,Small Cap
SUPRIYA LIFESCIENCE LIMITED,SUPRIYA,2140.35,Small Cap
SURAJ ESTATE DEVELOPERS LIMITED,SURAJEST,1480.77,Small Cap
SURANA SOLAR LIMITED,SURANASOL,126.34,Small Cap
SURANA TELECOM AND POWER LIMITED,SURANAT&P,153.39,Small Cap
SURYALAKSHMI COTTON MILLS LTD.,SURYALAXMI,121.88,Small Cap
"SURYA ROSHNI LTD.,",SURYAROSNI,5273.78,Small Cap
SURYODAY SMALL FINANCE BANK LIMITED,SURYODAY,1771.23,Small Cap
SUTLEJ TEXTILES & INDUSTRIES LIMITED,SUTLEJTEX,892.42,Small Cap
SUUMAYA INDUSTRIES LTD.,SUULD,49.67,Small Cap
SUVEN LIFE SCIENCES LTD.,SUVEN,1574.87,Small Cap
SUVEN PHARMACEUTICALS LIMITED,SUVENPHAR,14293.82,Small Cap
SUVIDHAA INFOSERVE LIMITED,SUVIDHAA,103.71,Small Cap
SUZLON ENERGY LTD.,SUZLON,37386.67, Mid Cap 
SHREE VASU LOGISTICS LTD.,SVLL,198.04,Small Cap
SVP GLOBAL TEXTILES LIMITED,SVPGLOB,112.31,Small Cap
SWAN ENERGY LTD.,SWANENERGY,8835.81,Small Cap
SWARAJ ENGINES LTD.,SWARAJENG,2545.76,Small Cap
SWELECT ENERGY SYSTEMS LIMITED,SWELECTES,836.51,Small Cap
STERLING AND WILSON RENEWABLE ENERGY LIMITED,SWSOLAR,6603.59,Small Cap
SYMPHONY LIMITED,SYMPHONY,6129.58,Small Cap
SYNCOM FORMULATIONS (INDIA) LTD.,SYNCOMF,877.8,Small Cap
SYNGENE INTERNATIONAL LIMITED,SYNGENE,30556.04, Mid Cap 
SYRMA SGS TECHNOLOGY LIMITED,SYRMA,9730.58,Small Cap
TAINWALA CHEMICALS & PLASTICS LTD,TAINWALCHM,122.61,Small Cap
TAJ GVK HOTELS & RESORTS LTD.,TAJGVK,1492.61,Small Cap
TAKE SOLUTIONS LTD,TAKE,302.23,Small Cap
"TALBROS AUTOMOTIVE COMPONENTS LTD.,",TALBROAUTO,1378.76,Small Cap
TANLA PLATFORMS LIMITED,TANLA,13925.15,Small Cap
TARAPUR TRANSFORMERS LIMITED,TARAPUR,9.71,Small Cap
TARC LIMITED,TARC,2798.48,Small Cap
TARMAT LIMITED,TARMAT,162.34,Small Cap
TARSONS PRODUCTS LIMITED,TARSONS,2815.73,Small Cap
"TASTY BITE EATABLES LTD.,",TASTYBITE,3988.34,Small Cap
TATA CHEMICALS LTD,TATACHEM,25785.93, Mid Cap 
TATA COFFEE LTD,TATACOFFEE,4884.43,Small Cap
TATA COMMUNICATIONS LIMITED,TATACOMM,49526.92, Mid Cap 
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,82813.07, Large Cap 
TATA ELXSI LTD,TATAELXSI,47915.93, Mid Cap 
"TATA INVESTMENT CORPORATION LTD.,",TATAINVEST,15607.76,Small Cap
TATA METALIKS LTD,TATAMETALI,2933.86,Small Cap
TATA MOTORS LTD.,TATAMOTORS,236488.37, Large Cap 
TATA POWER CO. LTD,TATAPOWER,82420.82, Large Cap 
TATA STEEL LIMITED,TATASTEEL,151616, Large Cap 
TATA TECHNOLOGIES LIMITED,TATATECH,49335.76, Mid Cap 
TATVA CHINTAN PHARMA CHEM LIMITED,TATVA,3664.4,Small Cap
TRIBHOVANDAS BHIMJI ZAVERI LIMITED,TBZ,749.23,Small Cap
TRANSPORT CORPORATION OF INDIA LTD,TCI,6214.6,Small Cap
TCI EXPRESS LIMITED,TCIEXP,5485.45,Small Cap
TCI FINANCE LIMITED,TCIFINANCE,4.09,Small Cap
TANTIA CONSTRUCTIONS LIMITED,TCLCONS,46.67,Small Cap
TCNS CLOTHING CO. LIMITED,TCNSBRANDS,2457.97,Small Cap
TCPL PACKAGING LIMITED,TCPLPACK,1805.39,Small Cap
TATA CONSULTANCY SERVICES LTD.,TCS,1276506.2, Large Cap 
TD POWER SYSTEMS LTD,TDPOWERSYS,4049.13,Small Cap
TEAMLEASE SERVICES LIMITED,TEAMLEASE,4256.31,Small Cap
TECHINDIA NIRMAN LIMITED,TECHIN,18.48,Small Cap
TECH MAHINDRA LIMITED,TECHM,117650.55, Large Cap 
TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED,TECHNOE,5946.33,Small Cap
TECIL CHEMICALS & HYDRO POWER LIMIT,TECILCHEM,35.67,Small Cap
TEGA INDUSTRIES LIMITED,TEGA,6542.77,Small Cap
TEJAS NETWORKS LIMITED,TEJASNET,14167.41,Small Cap
TEMBO GLOBAL INDUSTRIES LTD.,TEMBO,265.13,Small Cap
TERA SOFTWARE LTD.,TERASOFT,57.71,Small Cap
TEXMACO INFRASTRUCTURE & HOLDINGS LTD,TEXINFRA,1074.13,Small Cap
TEXMO PIPES AND PRODUCTS LIMITED,TEXMOPIPES,203.59,Small Cap
TEXMACO RAIL & ENGINEERING LIMITED,TEXRAIL,4163.4,Small Cap
TOURISM FINANCE CORPN. OF INDIA LTD,TFCILTD,928.19,Small Cap
TRANSWARRANTY FINANCE LIMITED,TFL,51.25,Small Cap
TGB BANQUETS AND HOTELS LIMITED,TGBHOTELS,34.93,Small Cap
THANGAMAYIL JEWELLERY LIMITED,THANGAMAYL,3444.89,Small Cap
THE INVESTMENT TRUST OF INDIA LIMITED,THEINVEST,460.96,Small Cap
THEJO ENGINEERING LTD.,THEJO,2034.12,Small Cap
THEMIS MEDICARE LTD.,THEMISMED,1518.26,Small Cap
THERMAX LTD.,THERMAX,32802.88, Mid Cap 
"THOMAS COOK (INDIA) LTD.,",THOMASCOOK,5682.67,Small Cap
THOMAS SCOTT (INDIA) LIMITED,THOMASCOTT,83.13,Small Cap
THYROCARE TECHNOLOGIES LIMITED,THYROCARE,2999.93,Small Cap
TILAKNAGAR INDUSTRIES LTD,TI,4073.16,Small Cap
TIDE WATER OIL (INDIA) LTD.,TIDEWATER,2088.61,Small Cap
TECHNOCRAFT INDUSTRIES (INDIA) LTD.,TIIL,4696.37,Small Cap
TUBE INVESTMENTS OF INDIA LTD,TIINDIA,61589.56, Mid Cap 
TIJARIA POLYPIPES LIMITED,TIJARIA,17.27,Small Cap
"TIL LTD.,",TIL,298.97,Small Cap
TIMES GUARANTY LTD.,TIMESGTY,63.47,Small Cap
TIME TECHNOPLAST LIMITED,TIMETECHNO,3483.07,Small Cap
TIMKEN INDIA LTD,TIMKEN,23739.47, Mid Cap 
"TINPLATE COMPANY OF INDIA LTD.,",TINPLATE,4062.74,Small Cap
TIPS FILMS LIMITED,TIPSFILMS,252.84,Small Cap
TIPS INDUSTRIES LIMITED,TIPSINDLTD,4185.35,Small Cap
"THIRUMALAI CHEMICALS LTD.,",TIRUMALCHM,2116.83,Small Cap
TIRUPATI FORGE LTD.,TIRUPATIFL,101.69,Small Cap
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,9909.6,Small Cap
TITAN COMPANY LIMITED,TITAN,287201.9, Large Cap 
TAMILNAD MERCANTILE BANK LIMITED,TMB,8133.68,Small Cap
TAMILNADU PETROPRODUCTS LTD,TNPETRO,794.72,Small Cap
TAMIL NADU NEWSPRINT AND PAPERS LTD,TNPL,1784.36,Small Cap
"TAMILNADU TELECOMMUNICATIONS LTD.,",TNTELE,34.98,Small Cap
TOKYO PLAST INTERNATIONAL LTD.,TOKYOPLAST,99.9,Small Cap
TORRENT PHARMACEUTICALS LTD.,TORNTPHARM,67024.25, Large Cap 
TORRENT POWER LIMITED,TORNTPOWER,35647.11, Mid Cap 
TOTAL TRANSPORT SYSTEMS LTD.,TOTAL,208.66,Small Cap
TOUCHWOOD ENTERTAINMENT LTD.,TOUCHWOOD,176.99,Small Cap
TEAMO PRODUCTIONS HQ LIMITED,TPHQ,95.59,Small Cap
TPL PLASTECH LIMITED,TPLPLASTEH,363.48,Small Cap
TRACXN TECHNOLOGIES LIMITED,TRACXN,843.31,Small Cap
TREE HOUSE EDUCATION & ACCESSORIES LIMITED,TREEHOUSE,77.22,Small Cap
TREJHARA SOLUTIONS LIMITED,TREJHARA,146.49,Small Cap
TRANSINDIA REAL ESTATE LIMITED,TREL,1028.93,Small Cap
TRENT LTD [LAKME LTD],TRENT,78006.38, Large Cap 
TRF LTD,TRF,254.22,Small Cap
TRIDENT LTD,TRIDENT,18266.74,Small Cap
TRIGYN TECHNOLOGIES LTD.,TRIGYN,384.81,Small Cap
TRANSFORMERS AND RECTIFIERS (INDIA) LIMITED,TRIL,1986.07,Small Cap
TRIVENI TURBINE LIMITED,TRITURBINE,12680.84,Small Cap
TRIVENI ENGINEERING & INDUSTRIES LTD,TRIVENI,7447.98,Small Cap
TRUCAP FINANCE LIMITED,TRU,735.47,Small Cap
"TTK HEALTHCARE LTD.,",TTKHLTCARE,1764.8,Small Cap
TTK PRESTIGE LTD.,TTKPRESTIG,10795.09,Small Cap
T T LTD,TTL,195.15,Small Cap
TATA TELESERVICES (MAHARASHTRA) LTD.,TTML,17236.94,Small Cap
TV18 BROADCAST LTD.,TV18BRDCST,7656.55,Small Cap
TVS ELECTRONICS LTD.,TVSELECT,677.1,Small Cap
TVS HOLDINGS LIMITED,TVSHLTD,11951.19,Small Cap
TVS MOTOR COMPANY LTD.,TVSMOTOR,74342.99, Large Cap 
TVS SUPPLY CHAIN SOLUTIONS LIMITED,TVSSCS,9231.09,Small Cap
"TVS SRICHAKRA LTD.,",TVSSRICHAK,2796.48,Small Cap
T.V.TODAY NETWORK LIMITED,TVTODAY,1262.48,Small Cap
TV VISION LIMITED,TVVISION,12.8,Small Cap
UNITED BREWERIES LTD.,UBL,42005.65, Mid Cap 
UCAL LIMITED,UCAL,304.69,Small Cap
UCO BANK,UCOBANK,42745.93, Mid Cap 
UPDATER SERVICES LIMITED,UDS,1893.28,Small Cap
UFLEX LIMITED,UFLEX,3172.09,Small Cap
UFO MOVIEZ INDIA LIMITED,UFO,403.13,Small Cap
UGAR SUGAR WORKS LTD.,UGARSUGAR,1184.97,Small Cap
UGRO CAPITAL LIMITED,UGROCAP,2557.14,Small Cap
UJJIVAN FINANCIAL SERVICES LIMITED,UJJIVAN,6305.79,Small Cap
UJJIVAN SMALL FINANCE BANK LIMITED,UJJIVANSFB,10148.74,Small Cap
ULTRATECH CEMENT LTD,ULTRACEMCO,248403.07, Large Cap 
UMA EXPORTS LIMITED,UMAEXPORTS,170.43,Small Cap
UMANG DAIRIES LIMITED,UMANGDAIRY,153.79,Small Cap
USHA MARTIN EDUCATION & SOLUTIONS LIMITED,UMESLTD,13.35,Small Cap
"UNICHEM LABORATORIES LTD.,",UNICHEMLAB,2886.24,Small Cap
"UNITED DRILLING TOOLS LTD.,",UNIDT,472.09,Small Cap
UNIPHOS ENTERPRISES LIMITED.,UNIENTER,1119.06,Small Cap
UNIINFO TELECOM SERVICES LTD.,UNIINFO,27.91,Small Cap
UNION BANK OF INDIA,UNIONBANK,71024.23, Large Cap 
UNIPARTS INDIA LIMITED,UNIPARTS,2645.55,Small Cap
"UNITECH LTD.,",UNITECH,814.64,Small Cap
UNITED POLYFAB GUJARAT LTD.,UNITEDPOLY,204.49,Small Cap
THE UNITED NILGIRI TEA ESTATES COMPANY LTD.,UNITEDTEA,155.25,Small Cap
UNIVA FOODS LIMITED,UNIVAFOODS,7.36,Small Cap
UNIVASTU INDIA LTD.,UNIVASTU,118.6,Small Cap
"UNIVERSAL CABLES LTD.,",UNIVCABLES,1520.38,Small Cap
UNIVERSUS PHOTO IMAGINGS LIMITED,UNIVPHOTO,447.31,Small Cap
UNO MINDA LIMITED,UNOMINDA,35066.86, Mid Cap 
UPL LIMITED,UPL,45064.39, Mid Cap 
URAVI T AND WEDGE LAMPS LIMITED,URAVI,300.58,Small Cap
URJA GLOBAL LIMITED,URJA,565.35,Small Cap
USHA MARTIN LTD.,USHAMART,9833.12,Small Cap
UDAYSHIVAKUMAR INFRA LIMITED,USK,192.76,Small Cap
UTI ASSET MANAGEMENT COMPANY LIMITED,UTIAMC,10065.46,Small Cap
UTKARSH SMALL FINANCE BANK LIMITED,UTKARSHBNK,5585.77,Small Cap
UTTAM SUGAR MILLS LTD,UTTAMSUGAR,1540.71,Small Cap
V2 RETAIL LIMITED,V2RETAIL,623.08,Small Cap
"VADILAL INDUSTRIES LTD.,",VADILALIND,1869.32,Small Cap
VAIBHAV GLOBAL LTD,VAIBHAVGBL,6610.29,Small Cap
VAISHALI PHARMA LTD.,VAISHALI,145.43,Small Cap
VAKRANGEE LIMITED,VAKRANGEE,1845.52,Small Cap
VALIANT LABORATORIES LIMITED,VALIANTLAB,786.3,Small Cap
VALIANT ORGANICS LIMITED,VALIANTORG,1311.23,Small Cap
VARDHAMAN ACRYLICS LTD.,VARDHACRLC,444.72,Small Cap
"VARDHMAN POLYTEX LTD.,",VARDMNPOLY,138.03,Small Cap
VARROC ENGINEERING LIMITED,VARROC,6881.09,Small Cap
VASCON ENGINEERS LIMITED,VASCONEQ,1373.2,Small Cap
VASWANI INDUSTRIES LIMITED,VASWANI,74.17,Small Cap
VARUN BEVERAGES LIMITED,VBL,122914.64, Large Cap 
VAXTEX COTFAB LTD.,VCL,34.02,Small Cap
VEDANTA LIMITED,VEDL,90718.33, Large Cap 
VENKY'S (INDIA) LTD.,VENKEYS,2754.75,Small Cap
VENUS PIPES & TUBES LIMITED,VENUSPIPES,2747.6,Small Cap
VENUS REMEDIES LTD.,VENUSREM,385.69,Small Cap
